SessionID,Player1Strategy,Player2Strategy,Rounds,Player1Score,Player2Score,T,R,P,S,NoiseLevel
202510131203P1RandomP2GrimTriggerR10G3,Random,GrimTrigger,10,21,26,5,3,1,0,0.300000
202510131203P1RandomP2GrimTriggerR10G3,Random,GrimTrigger,10,18,28,5,3,1,0,0.300000
202510131203P1RandomP2GrimTriggerR10G3,Random,GrimTrigger,10,12,27,5,3,1,0,0.300000
