SessionID,Player1Strategy,Player2Strategy,Rounds,Player1Score,Player2Score,T,R,P,S,NoiseLevel
202510131201P1RandomP2GrimTriggerR3G5,Random,GrimTrigger,3,9,9,5,3,1,0,0.000000
202510131201P1RandomP2GrimTriggerR3G5,Random,GrimTrigger,3,9,9,5,3,1,0,0.000000
202510131201P1RandomP2GrimTriggerR3G5,Random,GrimTrigger,3,7,7,5,3,1,0,0.000000
202510131201P1RandomP2GrimTriggerR3G5,Random,GrimTrigger,3,2,7,5,3,1,0,0.000000
202510131201P1RandomP2GrimTriggerR3G5,Random,GrimTrigger,3,1,11,5,3,1,0,0.000000
